date_de_tirage,combinaison_gagnante_en_ordre_croissant,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance
2014-06-18,9-13-18-30-47+3,47,13,30,9,18,3
2014-06-21,3-11-29-30-32+1,11,3,30,29,32,1
2014-06-23,4-31-32-38-40+4,40,38,32,4,31,4
2014-06-25,4-5-23-30-41+4,5,4,23,30,41,4
2014-06-28,13-22-24-40-43+3,40,24,22,13,43,3
2014-06-30,5-24-27-46-47+2,47,27,5,24,46,2
2014-07-02,8-27-36-39-47+3,36,27,8,39,47,3
2014-07-05,3-7-11-25-33+6,25,11,7,33,3,6
2014-07-07,13-14-31-32-41+10,31,41,32,14,13,10
2014-07-09,4-6-8-34-36+5,8,6,36,4,34,5
2014-07-12,1-13-22-23-29+1,29,23,22,13,1,1
2014-07-14,21-32-37-38-41+9,21,41,32,38,37,9
2014-07-16,3-28-36-42-49+7,42,3,36,28,49,7
2014-07-19,8-29-43-44-45+6,8,44,29,43,45,6
2014-07-21,3-9-10-21-27+4,21,3,9,27,10,4
2014-07-23,1-8-15-24-32+6,1,32,8,15,24,6
2014-07-26,1-5-22-41-43+4,1,5,43,41,22,4
2014-07-28,1-14-42-43-45+9,45,14,1,42,43,9
2014-07-30,7-8-9-13-25+9,25,7,13,9,8,9
2014-08-02,4-8-25-32-41+10,25,32,4,8,41,10
2014-08-04,16-24-28-36-43+6,16,28,36,24,43,6
2014-08-06,13-15-21-34-41+8,13,41,34,21,15,8
2014-08-09,4-5-9-21-34+7,34,4,5,9,21,7
2014-08-11,11-25-32-36-46+7,36,32,11,46,25,7
2014-08-13,3-13-18-28-43+5,3,18,13,43,28,5
2014-08-16,9-22-23-37-40+4,22,40,23,37,9,4
2014-08-18,1-19-24-45-46+3,24,45,19,1,46,3
2014-08-20,15-22-31-33-41+4,22,33,31,41,15,4
2014-08-23,7-17-21-26-29+7,7,17,29,26,21,7
2014-08-25,9-26-31-43-45+1,26,9,45,31,43,1
2014-08-27,4-14-22-32-44+2,4,44,32,22,14,2
2014-08-30,6-25-30-36-40+8,25,40,30,36,6,8
2014-09-01,16-22-38-42-47+1,42,22,47,16,38,1
2014-09-03,4-10-13-20-38+4,10,38,20,4,13,4
2014-09-06,3-13-14-15-42+7,42,14,15,13,3,7
2014-09-08,1-17-40-42-43+10,1,40,17,43,42,10
2014-09-10,6-16-26-31-40+7,6,16,31,26,40,7
2014-09-13,7-23-27-28-33+1,7,28,27,23,33,1
2014-09-15,2-10-16-35-44+6,16,44,2,10,35,6
2014-09-17,3-6-10-18-23+4,23,18,10,6,3,4
2014-09-20,22-25-31-34-46+6,34,31,25,46,22,6
2014-09-22,1-13-26-31-44+6,44,31,26,1,13,6
2014-09-24,10-16-25-38-49+9,16,49,10,38,25,9
2014-09-27,9-26-29-35-38+5,26,29,9,35,38,5
2014-09-29,4-17-28-33-41+5,41,28,17,4,33,5
2014-10-01,16-17-27-42-44+8,17,42,44,27,16,8
2014-10-04,12-14-29-41-45+7,14,45,29,12,41,7
2014-10-06,9-20-22-40-46+7,20,22,46,40,9,7
2014-10-08,4-13-21-23-43+10,13,4,21,43,23,10
2014-10-11,10-15-19-24-28+9,24,19,10,28,15,9
2014-10-13,1-12-15-29-30+1,29,15,1,12,30,1
2014-10-15,9-28-37-41-46+10,28,9,37,41,46,10
2014-10-18,1-15-24-27-43+7,1,43,24,15,27,7
2014-10-20,13-21-26-30-40+5,30,40,13,21,26,5
2014-10-22,10-19-33-35-47+2,10,19,47,35,33,2
2014-10-25,14-24-39-47-49+4,14,39,24,49,47,4
2014-10-27,12-13-28-32-33+6,13,32,12,28,33,6
2014-10-29,6-17-18-29-32+9,32,18,17,6,29,9
2014-11-01,2-9-29-36-48+10,48,29,2,36,9,10
2014-11-03,18-24-34-44-45+8,34,45,18,44,24,8
2014-11-05,1-24-27-37-46+1,27,24,37,46,1,1
2014-11-08,7-14-27-40-46+5,40,14,46,27,7,5
2014-11-10,6-18-23-24-30+7,24,23,30,6,18,7
2014-11-12,13-19-23-27-40+5,27,13,19,40,23,5
2014-11-15,3-16-23-28-39+10,28,16,39,23,3,10
2014-11-17,16-23-35-47-48+10,23,47,16,48,35,10
2014-11-19,13-14-18-29-41+3,41,18,13,14,29,3
2014-11-22,1-9-22-26-44+10,22,1,44,9,26,10
2014-11-24,17-18-32-47-49+3,18,47,49,32,17,3
2014-11-26,5-12-20-34-47+3,5,34,47,12,20,3
2014-11-29,2-18-44-47-49+2,18,44,2,47,49,2
2014-12-01,40-43-44-48-49+8,43,49,40,48,44,8
2014-12-03,11-26-28-31-49+7,49,26,28,31,11,7
2014-12-06,10-18-20-37-43+8,43,37,20,10,18,8
2014-12-08,10-14-32-43-47+10,10,14,43,32,47,10
2014-12-10,3-8-11-16-27+6,27,11,16,3,8,6
2014-12-13,10-13-20-38-43+1,43,13,10,20,38,1
2014-12-15,15-23-41-42-47+4,23,47,41,42,15,4
2014-12-17,6-8-13-32-46+10,32,46,6,8,13,10
2014-12-20,10-19-21-22-26+9,19,10,26,21,22,9
2014-12-22,6-16-23-34-35+8,34,35,23,16,6,8
2014-12-24,4-18-22-31-36+7,31,36,4,22,18,7
2014-12-27,4-20-34-39-48+10,20,48,34,39,4,10
2014-12-29,26-27-30-44-49+1,30,26,44,27,49,1
2014-12-31,34-37-41-43-46+10,46,43,41,37,34,10
2015-01-03,12-28-31-32-48+3,31,32,12,28,48,3
2015-01-05,8-31-37-45-49+7,37,8,49,31,45,7
2015-01-07,7-20-21-29-33+1,20,29,21,33,7,1
2015-01-10,2-5-18-23-33+4,18,5,33,2,23,4
2015-01-12,13-15-20-27-34+1,20,15,27,13,34,1
2015-01-14,2-7-18-21-23+6,23,18,7,2,21,6
2015-01-17,19-30-39-40-43+4,43,19,30,39,40,4
2015-01-19,4-7-18-25-35+4,25,4,18,7,35,4
2015-01-21,6-19-34-42-49+10,19,6,34,49,42,10
2015-01-24,5-13-21-36-44+1,36,44,21,13,5,1
2015-01-26,17-18-27-35-40+6,18,17,27,35,40,6
2015-01-28,9-12-16-33-41+1,41,12,33,9,16,1
2015-01-31,4-14-25-31-46+5,14,31,46,25,4,5
2015-02-02,1-11-14-16-17+10,17,16,14,1,11,10
2015-02-04,9-24-28-35-49+4,49,9,28,24,35,4
2015-02-07,7-19-21-29-37+2,21,29,7,37,19,2
2015-02-09,4-27-34-40-49+2,40,49,34,27,4,2
2015-02-11,13-17-24-40-45+3,13,40,24,17,45,3
2015-02-14,2-26-27-38-41+7,27,41,38,26,2,7
2015-02-16,1-9-14-20-36+2,36,14,9,1,20,2
2015-02-18,9-21-25-29-44+7,44,21,29,9,25,7
2015-02-21,3-13-27-45-47+4,3,45,47,13,27,4
2015-02-23,3-4-22-28-40+2,40,3,22,4,28,2
2015-02-25,20-29-30-44-47+1,44,47,20,30,29,1
2015-02-28,5-14-30-36-46+6,14,46,5,30,36,6
2015-03-02,11-17-23-27-48+1,17,11,27,48,23,1
2015-03-04,8-16-23-32-34+4,32,16,8,23,34,4
2015-03-07,3-9-18-43-48+2,48,9,18,43,3,2
2015-03-09,26-28-31-34-35+5,35,31,26,34,28,5
2015-03-11,1-2-35-36-49+4,49,2,35,1,36,4
2015-03-14,3-8-14-30-39+10,30,39,3,14,8,10
2015-03-16,7-11-35-48-49+7,35,11,49,7,48,7
2015-03-18,4-10-15-26-30+5,26,15,10,4,30,5
2015-03-21,21-22-28-41-47+5,28,47,41,22,21,5
2015-03-23,1-3-20-48-49+7,48,49,3,1,20,7
2015-03-25,9-10-17-20-43+7,43,10,20,9,17,7
2015-03-28,19-20-27-39-40+8,20,19,40,39,27,8
2015-03-30,4-10-13-20-32+1,4,20,13,10,32,1
2015-04-01,13-20-21-25-41+4,13,21,25,20,41,4
2015-04-04,15-23-28-33-39+1,33,15,23,28,39,1
2015-04-06,1-16-17-31-33+3,31,16,33,17,1,3
2015-04-08,2-15-30-36-38+2,15,36,38,30,2,2
2015-04-11,5-17-33-41-45+9,45,41,5,17,33,9
2015-04-13,9-36-41-43-48+2,41,9,43,48,36,2
2015-04-15,6-10-30-39-43+5,43,6,10,30,39,5
2015-04-18,1-20-38-44-49+3,44,1,49,38,20,3
2015-04-20,2-10-15-28-37+2,10,37,28,15,2,2
2015-04-22,10-21-25-43-45+5,10,43,21,25,45,5
2015-04-25,10-20-27-29-30+6,30,20,29,10,27,6
2015-04-27,5-15-28-41-43+4,15,28,43,41,5,4
2015-04-29,2-20-35-42-49+3,42,20,2,35,49,3
2015-05-02,3-19-30-33-46+5,46,33,30,19,3,5
2015-05-04,8-14-30-48-49+1,14,30,48,8,49,1
2015-05-06,7-29-32-34-35+10,35,32,29,7,34,10
2015-05-09,4-8-29-40-46+3,4,46,8,29,40,3
2015-05-11,1-28-31-34-49+4,49,1,34,28,31,4
2015-05-13,6-15-22-37-45+5,45,22,37,15,6,5
2015-05-16,8-22-23-39-46+3,39,8,22,46,23,3
2015-05-18,2-10-38-39-41+5,38,41,39,2,10,5
2015-05-20,10-12-22-37-41+10,12,10,22,37,41,10
2015-05-23,12-19-26-41-45+7,45,41,12,26,19,7
2015-05-25,15-29-35-44-49+3,44,35,49,15,29,3
2015-05-27,8-22-29-32-42+3,22,32,42,8,29,3
2015-05-30,6-30-43-45-47+5,43,6,30,47,45,5
2015-06-01,3-4-12-38-49+2,3,38,4,49,12,2
2015-06-03,12-18-25-30-47+2,12,18,30,25,47,2
2015-06-06,4-24-29-30-47+3,4,24,29,47,30,3
2015-06-08,3-8-9-41-44+10,41,3,8,9,44,10
2015-06-10,8-12-19-40-46+8,12,46,40,8,19,8
2015-06-13,11-15-16-29-46+4,16,11,29,15,46,4
2015-06-15,16-19-22-35-37+2,35,19,37,22,16,2
2015-06-17,26-30-41-44-48+1,44,30,26,48,41,1
2015-06-20,3-8-13-32-37+4,32,8,3,13,37,4
2015-06-22,24-35-37-38-43+2,35,43,37,24,38,2
2015-06-24,25-29-38-41-49+2,29,49,38,25,41,2
2015-06-27,14-29-40-42-47+4,47,14,42,40,29,4
2015-06-29,2-12-14-16-42+7,14,16,2,12,42,7
2015-07-01,5-18-19-38-49+10,49,5,19,18,38,10
2015-07-04,4-29-38-40-49+3,4,49,38,29,40,3
2015-07-06,12-17-35-36-43+3,17,12,36,35,43,3
2015-07-08,5-20-32-39-42+7,5,39,32,42,20,7
2015-07-11,4-14-23-26-36+1,14,26,4,23,36,1
2015-07-13,22-29-31-37-39+8,22,39,31,37,29,8
2015-07-15,2-14-30-43-46+8,46,2,30,43,14,8
2015-07-18,18-35-37-41-45+3,45,41,37,35,18,3
2015-07-20,2-17-24-29-31+1,31,17,2,24,29,1
2015-07-22,24-30-31-33-36+1,36,30,33,31,24,1
2015-07-25,5-7-10-13-43+4,43,7,5,10,13,4
2015-07-27,6-14-28-37-41+5,14,28,37,41,6,5
2015-07-29,2-3-22-36-42+9,22,2,3,42,36,9
2015-08-01,9-23-24-31-34+9,9,31,24,34,23,9
2015-08-03,1-10-39-48-49+1,48,10,49,1,39,1
2015-08-05,9-10-22-34-36+4,34,10,22,36,9,4
2015-08-08,8-11-12-33-35+9,12,8,11,35,33,9
2015-08-10,12-14-28-37-44+5,37,44,14,12,28,5
2015-08-12,1-8-15-24-43+2,15,43,1,24,8,2
2015-08-15,6-13-25-47-49+4,49,13,6,25,47,4
2015-08-17,9-26-29-36-42+1,29,9,26,36,42,1
2015-08-19,6-21-34-38-45+4,21,6,45,34,38,4
2015-08-22,4-19-20-29-49+9,19,4,20,29,49,9
2015-08-24,5-6-17-30-42+1,6,5,17,42,30,1
2015-08-26,15-26-37-41-44+8,44,26,41,15,37,8
2015-08-29,2-23-38-40-43+8,43,40,2,38,23,8
2015-08-31,1-12-31-38-41+4,12,41,38,1,31,4
2015-09-02,6-9-17-28-29+2,29,6,9,17,28,2
2015-09-05,14-24-25-42-45+9,24,45,14,25,42,9
2015-09-07,5-19-21-29-32+3,5,19,21,32,29,3
2015-09-09,3-10-19-41-44+7,3,19,10,44,41,7
2015-09-12,1-30-31-38-41+10,41,1,30,38,31,10
2015-09-14,3-37-43-48-49+2,3,43,48,37,49,2
2015-09-16,7-11-17-34-42+6,7,34,42,11,17,6
2015-09-19,2-16-25-33-43+9,2,25,43,16,33,9
2015-09-21,12-27-28-42-47+5,42,47,28,27,12,5
2015-09-23,18-20-31-35-49+3,35,49,18,20,31,3
2015-09-26,4-13-14-21-24+1,14,13,4,24,21,1
2015-09-28,23-36-37-39-49+8,23,39,37,36,49,8
2015-09-30,15-16-18-26-35+7,16,18,15,35,26,7
2015-10-03,8-18-20-27-37+4,27,18,8,37,20,4
2015-10-05,13-27-28-31-42+6,27,28,13,31,42,6
2015-10-07,2-14-27-28-29+9,29,27,2,14,28,9
2015-10-10,15-23-30-41-45+7,41,23,15,30,45,7
2015-10-12,1-3-4-16-49+4,1,16,49,3,4,4
2015-10-14,6-20-33-35-38+2,38,20,33,6,35,2
2015-10-17,9-14-22-33-46+8,22,33,14,46,9,8
2015-10-19,31-33-36-47-48+7,36,33,31,48,47,7
2015-10-21,22-25-26-31-35+6,25,35,22,26,31,6
2015-10-24,7-11-12-29-39+2,7,12,39,29,11,2
2015-10-26,4-17-19-23-49+3,17,19,23,4,49,3
2015-10-28,2-5-17-30-49+2,49,2,17,30,5,2
2015-10-31,33-34-36-43-48+10,33,36,48,43,34,10
2015-11-02,7-8-21-32-48+4,21,32,8,48,7,4
2015-11-04,8-11-15-21-32+6,32,11,8,21,15,6
2015-11-07,4-7-23-28-32+1,7,32,4,23,28,1
2015-11-09,8-25-32-37-39+10,25,32,8,37,39,10
2015-11-11,1-6-13-15-17+2,17,1,6,13,15,2
2015-11-14,10-29-34-37-47+10,34,29,47,10,37,10
2015-11-16,12-28-40-42-47+1,28,47,40,12,42,1
2015-11-18,1-5-23-25-47+1,25,23,5,1,47,1
2015-11-21,12-16-18-24-43+10,43,24,12,18,16,10
2015-11-23,12-14-20-37-47+6,47,12,14,37,20,6
2015-11-25,7-18-22-24-41+3,24,18,22,41,7,3
2015-11-28,12-19-30-37-46+9,30,19,37,12,46,9
2015-11-30,5-19-27-35-40+9,27,19,5,35,40,9
2015-12-02,3-9-10-39-45+7,39,9,3,45,10,7
2015-12-05,9-20-26-27-47+7,9,26,47,20,27,7
2015-12-07,14-22-28-37-42+10,22,28,42,37,14,10
2015-12-09,6-10-12-34-49+7,6,34,12,49,10,7
2015-12-12,2-13-15-34-40+8,13,40,2,34,15,8
2015-12-14,7-11-20-31-49+7,31,49,7,20,11,7
2015-12-16,22-24-35-41-46+10,46,41,24,35,22,10
2015-12-19,4-25-38-39-42+7,4,25,42,39,38,7
2015-12-21,7-11-19-33-41+3,11,19,33,41,7,3
2015-12-23,13-17-28-42-46+2,13,17,28,46,42,2
2015-12-26,15-20-21-38-43+1,15,21,20,38,43,1
2015-12-28,7-10-12-20-45+7,10,12,7,20,45,7
2015-12-30,1-2-16-25-34+5,16,2,34,25,1,5
2016-01-02,10-19-37-44-46+10,19,44,37,46,10,10
2016-01-04,15-23-34-40-43+3,34,43,23,15,40,3
2016-01-06,2-5-14-22-49+4,49,22,14,5,2,4
2016-01-09,4-22-39-45-49+6,22,39,4,49,45,6
2016-01-11,14-19-29-41-43+9,41,29,19,43,14,9
2016-01-13,3-11-30-33-35+2,30,11,35,33,3,2
2016-01-16,13-17-26-27-45+6,17,45,26,27,13,6
2016-01-18,1-2-3-5-10+4,2,5,3,10,1,4
2016-01-20,9-21-31-34-42+8,34,21,9,42,31,8
2016-01-23,3-15-33-41-42+3,42,3,15,41,33,3
2016-01-25,4-10-12-38-41+3,12,4,38,10,41,3
2016-01-27,31-32-37-44-48+9,31,44,48,37,32,9
2016-01-30,1-3-11-31-49+1,1,3,31,11,49,1
2016-02-01,13-18-36-40-48+4,18,36,13,40,48,4
2016-02-03,5-24-25-28-44+3,5,44,24,28,25,3
2016-02-06,2-25-28-41-44+9,44,25,2,41,28,9
2016-02-08,1-11-28-30-39+6,30,1,28,39,11,6
2016-02-10,1-27-44-46-48+10,44,46,1,27,48,10
2016-02-13,10-27-30-38-41+4,38,30,27,41,10,4
2016-02-15,4-10-21-37-38+5,37,21,38,4,10,5
2016-02-17,2-17-29-34-40+10,29,17,40,34,2,10
2016-02-20,9-20-33-34-41+8,9,33,34,41,20,8
2016-02-22,2-5-23-26-48+5,23,2,5,48,26,5
2016-02-24,1-18-20-44-49+7,20,18,44,1,49,7
2016-02-27,10-11-13-28-47+6,11,47,13,10,28,6
2016-02-29,1-3-13-24-45+1,13,3,1,24,45,1
2016-03-02,20-34-40-44-48+2,40,48,44,20,34,2
2016-03-05,5-14-23-34-49+6,34,5,14,49,23,6
2016-03-07,6-11-12-41-49+1,11,6,49,41,12,1
2016-03-09,19-20-22-40-41+2,40,22,20,19,41,2
2016-03-12,9-17-25-27-46+6,27,17,9,25,46,6
2016-03-14,14-19-27-36-39+8,19,39,27,14,36,8
2016-03-16,7-9-11-18-43+10,43,18,11,7,9,10
2016-03-19,4-13-18-36-49+5,49,13,4,36,18,5
2016-03-21,3-10-34-37-42+2,3,34,42,37,10,2
2016-03-23,5-8-14-17-19+9,14,19,17,8,5,9
2016-03-26,1-3-14-17-20+1,14,3,20,17,1,1
2016-03-28,2-4-15-26-28+2,26,2,28,4,15,2
2016-03-30,20-23-35-43-46+6,43,20,46,35,23,6
2016-04-02,18-19-22-29-34+1,29,34,18,22,19,1
2016-04-04,7-8-11-36-48+3,36,7,48,11,8,3
2016-04-06,19-21-24-28-44+5,21,19,28,24,44,5
2016-04-09,14-16-39-42-49+6,42,49,39,14,16,6
2016-04-11,4-25-26-29-34+2,34,29,4,26,25,2
2016-04-13,2-4-31-34-49+4,31,49,34,2,4,4
2016-04-16,25-33-36-39-40+9,33,25,36,39,40,9
2016-04-18,24-26-29-38-47+7,47,29,24,38,26,7
2016-04-20,12-13-15-36-41+9,12,15,36,41,13,9
2016-04-23,2-15-17-22-26+7,26,15,22,2,17,7
2016-04-25,13-18-19-22-39+6,39,19,13,18,22,6
2016-04-27,9-25-36-44-45+10,9,36,25,45,44,10
2016-04-30,2-29-30-36-49+7,49,29,2,30,36,7
2016-05-02,26-36-43-47-48+6,47,36,43,48,26,6
2016-05-04,7-8-15-24-42+9,15,7,42,8,24,9
2016-05-07,14-20-33-35-42+4,35,33,42,20,14,4
2016-05-09,4-11-14-24-29+1,24,29,4,11,14,1
2016-05-11,15-19-29-31-44+10,31,44,29,19,15,10
2016-05-14,1-27-28-30-42+5,42,28,30,1,27,5
2016-05-16,6-16-31-36-38+1,36,38,31,6,16,1
2016-05-18,1-22-38-40-49+9,22,1,40,38,49,9
2016-05-21,12-23-26-41-48+4,41,26,23,12,48,4
2016-05-23,7-22-26-41-48+2,41,48,22,26,7,2
2016-05-25,4-12-20-21-36+3,20,12,36,21,4,3
2016-05-28,1-3-13-14-19+6,19,3,1,14,13,6
2016-05-30,6-7-13-38-40+3,6,38,7,13,40,3
2016-06-01,22-26-27-35-44+10,27,35,26,44,22,10
2016-06-04,2-16-19-25-39+1,39,2,16,19,25,1
2016-06-06,23-25-32-47-48+5,23,32,48,47,25,5
2016-06-08,6-8-33-45-49+9,45,6,8,49,33,9
2016-06-11,7-17-22-44-46+6,7,17,22,46,44,6
2016-06-13,5-8-21-28-36+8,28,36,5,21,8,8
2016-06-15,2-5-8-33-34+10,34,2,8,5,33,10
2016-06-18,10-18-20-33-39+3,18,33,10,20,39,3
2016-06-20,4-13-38-43-45+10,38,4,45,13,43,10
2016-06-22,4-5-10-27-36+9,4,27,10,36,5,9
2016-06-25,16-19-20-35-49+3,16,20,19,35,49,3
2016-06-27,8-22-23-24-41+7,22,23,8,41,24,7
2016-06-29,9-14-17-22-48+10,17,22,9,14,48,10
2016-07-02,8-16-17-24-31+5,8,24,31,17,16,5
2016-07-04,10-12-22-25-47+1,12,10,25,22,47,1
2016-07-06,13-16-26-38-47+8,26,38,47,13,16,8
2016-07-09,3-6-15-39-46+10,46,15,6,39,3,10
2016-07-11,2-25-27-35-36+4,36,35,2,25,27,4
2016-07-13,7-28-30-34-47+10,30,28,47,34,7,10
2016-07-16,11-21-45-46-48+4,45,21,46,48,11,4
2016-07-18,2-20-25-29-39+7,29,25,2,39,20,7
2016-07-20,1-13-29-32-46+1,32,1,13,29,46,1
2016-07-23,2-15-21-27-33+10,2,27,33,21,15,10
2016-07-25,1-3-5-29-46+4,3,29,46,5,1,4
2016-07-27,7-8-19-34-44+6,34,7,44,19,8,6
2016-07-30,9-22-23-30-46+9,30,9,22,46,23,9
2016-08-01,24-29-36-42-45+7,45,29,36,42,24,7
2016-08-03,18-24-27-39-44+3,18,27,39,44,24,3
2016-08-06,7-12-25-31-44+10,44,12,7,25,31,10
2016-08-08,1-2-3-26-36+7,1,26,2,36,3,7
2016-08-10,7-17-19-30-49+3,49,30,19,17,7,3
2016-08-13,1-6-9-33-46+6,33,1,9,6,46,6
2016-08-15,16-25-26-27-31+7,16,31,25,27,26,7
2016-08-17,12-21-24-35-40+4,12,21,35,24,40,4
2016-08-20,10-15-28-35-43+9,35,10,28,43,15,9
2016-08-22,12-21-34-42-44+7,21,44,42,12,34,7
2016-08-24,3-4-34-41-42+2,3,4,34,41,42,2
2016-08-27,2-21-23-31-45+8,45,21,2,31,23,8
2016-08-29,25-36-44-48-49+2,44,36,49,25,48,2
2016-08-31,10-12-19-26-47+1,12,26,19,47,10,1
2016-09-03,24-36-45-47-49+5,36,24,45,49,47,5
2016-09-05,7-30-42-43-48+4,43,48,7,42,30,4
2016-09-07,13-26-34-38-42+9,26,34,38,13,42,9
2016-09-10,19-29-31-38-46+6,46,38,29,31,19,6
2016-09-12,5-6-11-13-22+10,6,5,11,13,22,10
2016-09-14,7-18-29-37-47+7,29,18,37,7,47,7
2016-09-17,3-4-12-25-34+2,12,3,4,34,25,2
2016-09-19,18-20-37-41-45+10,41,37,20,18,45,10
2016-09-21,13-15-20-30-40+10,30,15,40,13,20,10
2016-09-24,31-32-33-41-43+10,33,32,31,41,43,10
2016-09-26,4-19-23-26-27+7,4,23,26,19,27,7
2016-09-28,29-42-44-45-46+3,44,46,29,42,45,3
2016-10-01,8-13-16-23-42+1,13,42,8,16,23,1
2016-10-03,7-8-22-43-46+10,46,43,7,22,8,10
2016-10-05,2-15-18-28-43+3,18,28,15,2,43,3
2016-10-08,5-26-28-35-46+9,5,26,28,46,35,9
2016-10-10,3-9-18-19-48+2,18,19,3,48,9,2
2016-10-12,2-19-23-34-47+2,2,19,34,47,23,2
2016-10-15,30-32-39-41-47+7,47,30,41,32,39,7
2016-10-17,8-22-31-39-48+4,8,31,48,39,22,4
2016-10-19,26-28-29-32-38+1,32,28,29,26,38,1
2016-10-22,3-29-35-41-43+8,29,41,3,43,35,8
2016-10-24,17-18-23-29-36+7,18,29,36,17,23,7
2016-10-26,1-20-35-40-46+10,1,46,20,40,35,10
2016-10-29,14-21-26-36-44+4,21,36,44,26,14,4
2016-10-31,11-16-29-35-41+4,11,35,16,29,41,4
2016-11-02,1-7-14-26-49+10,26,1,49,7,14,10
2016-11-05,6-16-21-34-42+5,16,42,21,6,34,5
2016-11-07,1-6-21-31-46+6,1,46,21,6,31,6
2016-11-09,3-8-14-22-47+5,3,22,47,14,8,5
2016-11-12,2-11-16-19-29+8,29,11,19,16,2,8
2016-11-14,6-14-16-26-41+2,41,6,14,16,26,2
2016-11-16,1-24-26-37-48+7,37,48,1,26,24,7
2016-11-19,34-36-41-46-48+7,34,48,41,46,36,7
2016-11-21,3-7-12-18-45+8,7,18,12,45,3,8
2016-11-23,2-7-12-25-47+7,47,7,25,2,12,7
2016-11-26,6-9-11-21-44+7,9,21,44,6,11,7
2016-11-28,10-20-38-41-45+6,41,45,20,10,38,6
2016-11-30,3-9-31-33-40+5,9,33,31,3,40,5
2016-12-03,4-11-13-38-44+7,11,13,38,4,44,7
2016-12-05,6-23-26-29-30+4,29,30,23,6,26,4
2016-12-07,2-5-7-44-45+3,5,44,7,2,45,3
2016-12-10,24-27-28-41-43+9,41,43,27,24,28,9
2016-12-12,6-11-12-14-36+6,12,14,11,6,36,6
2016-12-14,9-10-14-44-46+7,10,9,44,14,46,7
2016-12-17,2-5-13-16-32+5,13,5,16,32,2,5
2016-12-19,3-17-26-40-41+7,17,40,41,26,3,7
2016-12-21,17-22-25-39-42+6,25,42,17,39,22,6
2016-12-24,7-20-22-35-48+1,22,48,7,20,35,1
2016-12-26,3-16-27-29-37+6,3,16,27,29,37,6
2016-12-28,15-16-34-35-39+4,34,35,16,39,15,4
2016-12-31,4-33-43-45-49+8,45,49,43,33,4,8
2017-01-02,11-19-31-38-40+5,31,38,11,19,40,5
2017-01-04,16-17-26-36-38+7,17,36,16,26,38,7
2017-01-07,21-22-24-33-46+8,33,46,24,21,22,8
2017-01-09,2-6-16-21-42+7,21,16,6,42,2,7
2017-01-11,13-19-22-28-30+3,30,13,28,22,19,3
2017-01-14,16-18-19-37-44+1,19,18,44,37,16,1
2017-01-16,14-26-32-35-37+5,35,32,14,37,26,5
2017-01-18,5-29-34-47-48+4,48,29,34,5,47,4
2017-01-21,8-31-32-36-40+6,40,36,32,8,31,6
2017-01-23,5-15-17-31-49+9,15,5,17,49,31,9
2017-01-25,4-10-19-20-28+2,10,19,20,28,4,2
2017-01-28,2-5-6-10-26+5,6,5,10,2,26,5
2017-01-30,4-22-23-32-40+4,4,22,40,23,32,4
2017-02-01,9-17-24-45-46+7,45,24,17,46,9,7
2017-02-04,1-22-32-35-37+7,32,22,1,35,37,7
2017-02-06,19-30-31-33-40+2,19,31,33,40,30,2
2017-02-08,17-19-33-37-40+6,17,33,37,40,19,6
2017-02-11,1-15-17-29-37+3,37,17,29,15,1,3
2017-02-13,5-16-18-39-44+3,5,16,39,44,18,3
2017-02-15,8-14-16-21-24+10,8,16,21,14,24,10
2017-02-18,1-3-23-32-49+4,32,23,49,1,3,4
2017-02-20,15-20-29-41-43+10,20,29,43,41,15,10
2017-02-22,17-22-25-35-43+10,17,25,22,35,43,10
2017-02-25,11-32-40-43-48+2,40,32,43,11,48,2
2017-02-27,3-16-17-37-47+5,3,37,16,17,47,5
2017-03-01,16-20-31-33-46+5,33,31,16,46,20,5
2017-03-04,4-14-28-32-37+4,28,14,37,32,4,4
2017-03-06,3-6-10-26-41+9,26,10,6,41,3,9
2017-03-08,16-40-42-46-47+2,40,16,46,42,47,2
2017-03-11,1-13-31-39-42+7,1,39,31,13,42,7
2017-03-13,16-21-24-34-48+3,16,21,34,48,24,3
2017-03-15,5-25-31-36-46+8,25,5,46,36,31,8
2017-03-18,1-6-18-30-33+2,33,18,1,30,6,2
2017-03-20,13-28-39-40-42+1,42,39,28,13,40,1
2017-03-22,2-11-25-28-43+5,43,25,28,2,11,5
2017-03-25,2-5-8-43-49+1,2,5,8,43,49,1
2017-03-27,2-9-18-38-49+8,2,49,9,38,18,8
2017-03-29,10-14-25-26-35+5,35,14,10,26,25,5
2017-04-01,2-9-25-44-46+9,46,2,44,9,25,9
2017-04-03,3-9-16-34-44+3,34,16,44,3,9,3
2017-04-05,6-10-20-40-42+10,10,40,42,20,6,10
2017-04-08,17-18-29-44-45+5,17,44,18,45,29,5
2017-04-10,1-3-11-14-20+2,11,3,20,14,1,2
2017-04-12,3-18-28-40-48+7,48,18,3,28,40,7
2017-04-15,28-29-40-41-49+5,28,29,41,40,49,5
2017-04-17,4-8-33-36-46+7,8,36,46,4,33,7
2017-04-19,38-39-41-47-48+9,47,39,38,41,48,9
2017-04-22,1-17-21-31-46+5,17,21,31,1,46,5
2017-04-24,7-28-41-42-45+9,7,42,28,45,41,9
2017-04-26,6-8-14-16-27+5,27,6,8,14,16,5
2017-04-29,34-37-44-46-48+9,48,37,46,44,34,9
